sno,total_0_30,total_30_60,total_60_plus,rent_0_30,rent_30_60,rent_60_plus,return_0_30,return_30_60,return_60_plus
500106130,1,0,0,1,0,0,1,0,0
500106131,1,0,0,1,0,0,1,0,0
500106132,0,0,1,1,0,0,0,0,1
500106133,1,0,0,1,0,0,1,0,0
500106134,1,0,0,1,0,0,1,0,0
500106135,1,0,0,1,0,0,1,0,0
500106136,1,0,0,1,0,0,1,0,0
500106138,0,1,0,1,0,0,1,0,0
500107001,1,0,0,1,0,0,1,0,0
500107002,1,0,0,1,0,0,1,0,0
500107003,1,0,0,1,0,0,1,0,0
500107004,1,0,0,1,0,0,1,0,0
500107005,0,1,0,1,0,0,0,1,0
500107006,1,0,0,1,0,0,1,0,0
500107007,0,1,0,1,0,0,1,0,0
500107008,0,1,0,1,0,0,0,1,0
500107009,1,0,0,1,0,0,1,0,0
500107010,0,1,0,1,0,0,1,0,0
500107011,0,1,0,1,0,0,0,1,0
500107012,0,1,0,1,0,0,0,1,0
500107013,0,1,0,1,0,0,1,0,0
500107014,1,0,0,1,0,0,1,0,0
500107015,0,1,0,1,0,0,1,0,0
500107016,0,1,0,1,0,0,0,1,0
500107017,0,1,0,1,0,0,1,0,0
500107018,0,1,0,1,0,0,1,0,0
500107019,0,1,0,1,0,0,0,1,0
500107020,0,1,0,1,0,0,1,0,0
500107021,0,1,0,1,0,0,0,1,0
500107022,0,1,0,1,0,0,0,1,0
500107023,0,0,1,1,0,0,0,1,0
500107024,0,0,1,1,0,0,0,1,0
500107025,1,0,0,1,0,0,1,0,0
500107026,1,0,0,1,0,0,1,0,0
500107027,0,1,0,1,0,0,0,1,0
500107028,0,0,1,1,0,0,0,1,0
500107029,0,1,0,1,0,0,0,1,0
500107030,0,1,0,1,0,0,1,0,0
500107031,1,0,0,1,0,0,1,0,0
500107032,0,1,0,1,0,0,0,1,0
500107033,1,0,0,1,0,0,1,0,0
500107034,0,1,0,1,0,0,1,0,0
500107035,0,1,0,1,0,0,0,1,0
500107036,0,1,0,1,0,0,1,0,0
500107037,1,0,0,1,0,0,1,0,0
500107038,1,0,0,1,0,0,1,0,0
500107039,1,0,0,1,0,0,1,0,0
500107040,0,1,0,1,0,0,1,0,0
500107041,0,1,0,1,0,0,1,0,0
500107042,1,0,0,1,0,0,1,0,0
500107043,1,0,0,1,0,0,1,0,0
500107044,1,0,0,1,0,0,1,0,0
500107045,1,0,0,1,0,0,1,0,0
500107046,1,0,0,1,0,0,1,0,0
500107047,1,0,0,1,0,0,1,0,0
500107048,1,0,0,1,0,0,1,0,0
500107049,1,0,0,1,0,0,1,0,0
500107050,0,1,0,1,0,0,1,0,0
500107051,0,1,0,1,0,0,0,1,0
500107052,1,0,0,1,0,0,1,0,0
500107053,1,0,0,1,0,0,1,0,0
500107054,1,0,0,1,0,0,1,0,0
500107055,1,0,0,1,0,0,1,0,0
500107056,0,1,0,1,0,0,1,0,0
500107057,1,0,0,1,0,0,1,0,0
500107058,1,0,0,1,0,0,1,0,0
500107059,0,1,0,1,0,0,1,0,0
500107060,0,1,0,1,0,0,1,0,0
500107061,1,0,0,1,0,0,1,0,0
500107062,0,1,0,0,1,0,1,0,0
500107063,1,0,0,1,0,0,1,0,0
500107064,0,1,0,1,0,0,1,0,0
500107065,1,0,0,1,0,0,1,0,0
500107066,1,0,0,1,0,0,1,0,0
500107067,1,0,0,1,0,0,1,0,0
500107068,1,0,0,1,0,0,1,0,0
500107069,1,0,0,1,0,0,1,0,0
500107070,1,0,0,1,0,0,1,0,0
500107071,1,0,0,1,0,0,1,0,0
500107072,1,0,0,1,0,0,1,0,0
500107074,1,0,0,1,0,0,1,0,0
500107075,0,1,0,1,0,0,0,1,0
500107076,0,1,0,1,0,0,1,0,0
500107077,1,0,0,1,0,0,1,0,0
500107078,1,0,0,1,0,0,1,0,0
500107079,1,0,0,1,0,0,1,0,0
500107080,1,0,0,1,0,0,1,0,0
500107081,1,0,0,1,0,0,1,0,0
500107082,1,0,0,1,0,0,1,0,0
500107083,1,0,0,1,0,0,1,0,0
500107084,1,0,0,1,0,0,1,0,0
500107085,1,0,0,1,0,0,1,0,0
500107086,1,0,0,1,0,0,1,0,0
500107087,1,0,0,1,0,0,1,0,0
500107088,1,0,0,1,0,0,1,0,0
500107089,1,0,0,1,0,0,1,0,0
500107090,1,0,0,1,0,0,1,0,0
500107091,1,0,0,1,0,0,1,0,0
500107092,1,0,0,1,0,0,1,0,0
500107093,0,1,0,1,0,0,1,0,0
500107095,1,0,0,1,0,0,1,0,0
500107096,1,0,0,1,0,0,1,0,0
500107097,1,0,0,1,0,0,1,0,0
500107098,1,0,0,1,0,0,1,0,0
500107099,1,0,0,1,0,0,1,0,0
500107100,1,0,0,1,0,0,1,0,0
500107101,1,0,0,1,0,0,1,0,0
500107102,1,0,0,1,0,0,1,0,0
500107103,1,0,0,1,0,0,1,0,0
500107104,1,0,0,1,0,0,1,0,0
500107105,1,0,0,1,0,0,1,0,0
500107106,1,0,0,1,0,0,1,0,0
500107107,1,0,0,1,0,0,1,0,0
500107108,1,0,0,1,0,0,1,0,0
500107109,0,1,0,1,0,0,1,0,0
500107110,1,0,0,1,0,0,1,0,0
500107111,0,1,0,1,0,0,0,1,0
500107112,1,0,0,1,0,0,1,0,0
500107113,0,1,0,1,0,0,0,1,0
500107114,0,1,0,1,0,0,1,0,0
500107115,0,1,0,1,0,0,1,0,0
500107116,0,1,0,0,1,0,1,0,0
500107117,1,0,0,1,0,0,1,0,0
500107118,0,1,0,1,0,0,0,1,0
500107119,1,0,0,1,0,0,1,0,0
500107120,1,0,0,1,0,0,1,0,0
500107121,1,0,0,1,0,0,1,0,0
500107122,1,0,0,1,0,0,1,0,0
500107123,1,0,0,1,0,0,1,0,0
500107124,1,0,0,1,0,0,1,0,0
500107125,1,0,0,1,0,0,1,0,0
500107126,1,0,0,1,0,0,1,0,0
500107127,1,0,0,1,0,0,1,0,0
500107128,1,0,0,1,0,0,1,0,0
500107129,1,0,0,1,0,0,1,0,0
500107130,0,1,0,1,0,0,1,0,0
500107131,1,0,0,1,0,0,1,0,0
500107132,1,0,0,1,0,0,1,0,0
500107133,1,0,0,1,0,0,1,0,0
500107134,1,0,0,1,0,0,1,0,0
500107135,1,0,0,1,0,0,1,0,0
500107136,1,0,0,1,0,0,1,0,0
500107137,1,0,0,1,0,0,1,0,0
500107138,1,0,0,1,0,0,1,0,0
500107139,1,0,0,1,0,0,1,0,0
500107140,1,0,0,1,0,0,1,0,0
500107141,1,0,0,1,0,0,1,0,0
500107142,1,0,0,1,0,0,1,0,0
500107143,1,0,0,1,0,0,1,0,0
500107144,0,1,0,1,0,0,1,0,0
500107145,1,0,0,1,0,0,1,0,0
500107146,1,0,0,1,0,0,1,0,0
500107147,1,0,0,1,0,0,1,0,0
500107149,1,0,0,1,0,0,1,0,0
500107150,1,0,0,1,0,0,1,0,0
500107151,1,0,0,1,0,0,1,0,0
500107152,1,0,0,1,0,0,1,0,0
500107153,1,0,0,1,0,0,1,0,0
500107154,1,0,0,1,0,0,1,0,0
500107155,0,1,0,1,0,0,0,1,0
500107156,1,0,0,1,0,0,1,0,0
500107157,1,0,0,1,0,0,1,0,0
500107158,1,0,0,1,0,0,1,0,0
500107159,1,0,0,1,0,0,1,0,0
500107160,1,0,0,1,0,0,1,0,0
500107161,1,0,0,1,0,0,1,0,0
500107162,1,0,0,1,0,0,1,0,0
500107163,1,0,0,1,0,0,1,0,0
500107164,1,0,0,1,0,0,1,0,0
500107165,1,0,0,1,0,0,1,0,0
500107166,1,0,0,1,0,0,1,0,0
500107167,0,1,0,1,0,0,0,1,0
500107168,1,0,0,1,0,0,1,0,0
500107169,1,0,0,1,0,0,1,0,0
500107170,1,0,0,1,0,0,1,0,0
500107171,0,1,0,1,0,0,1,0,0
500107172,1,0,0,1,0,0,1,0,0
500107173,1,0,0,1,0,0,1,0,0
500107174,1,0,0,1,0,0,1,0,0
500107175,1,0,0,1,0,0,1,0,0
500107176,1,0,0,1,0,0,1,0,0
500107177,0,1,0,1,0,0,0,1,0
500107178,1,0,0,1,0,0,1,0,0
500107179,1,0,0,1,0,0,1,0,0
500107180,1,0,0,1,0,0,1,0,0
500107181,0,1,0,1,0,0,1,0,0
500107182,1,0,0,1,0,0,1,0,0
500107183,1,0,0,1,0,0,1,0,0
500107184,1,0,0,1,0,0,1,0,0
500107185,1,0,0,1,0,0,1,0,0
500108001,1,0,0,1,0,0,1,0,0
500108002,1,0,0,1,0,0,1,0,0
500108003,0,1,0,1,0,0,1,0,0
500108004,1,0,0,1,0,0,1,0,0
500108005,0,1,0,1,0,0,1,0,0
500108006,1,0,0,1,0,0,1,0,0
500108007,0,1,0,1,0,0,1,0,0
500108008,1,0,0,1,0,0,1,0,0
500108009,0,1,0,1,0,0,1,0,0
500108010,1,0,0,1,0,0,1,0,0
500108011,1,0,0,1,0,0,1,0,0
500108012,1,0,0,1,0,0,1,0,0
500108013,1,0,0,1,0,0,1,0,0
500108014,1,0,0,1,0,0,1,0,0
500108015,1,0,0,1,0,0,1,0,0
500108016,0,1,0,1,0,0,0,1,0
500108018,1,0,0,1,0,0,1,0,0
500108019,1,0,0,1,0,0,1,0,0
500108020,1,0,0,1,0,0,1,0,0
500108021,0,1,0,1,0,0,1,0,0
500108022,0,0,1,1,0,0,0,1,0
500108023,1,0,0,1,0,0,1,0,0
500108024,1,0,0,1,0,0,1,0,0
500108025,1,0,0,1,0,0,1,0,0
500108026,0,1,0,1,0,0,1,0,0
500108027,0,1,0,1,0,0,1,0,0
500108028,0,1,0,1,0,0,0,1,0
500108029,1,0,0,1,0,0,1,0,0
500108030,1,0,0,1,0,0,1,0,0
500108031,1,0,0,1,0,0,1,0,0
500108032,1,0,0,1,0,0,1,0,0
500108033,0,1,0,1,0,0,1,0,0
500108034,1,0,0,1,0,0,1,0,0
500108035,1,0,0,1,0,0,1,0,0
500108036,1,0,0,1,0,0,1,0,0
500108037,1,0,0,1,0,0,1,0,0
500108038,1,0,0,1,0,0,1,0,0
500108039,1,0,0,1,0,0,1,0,0
500108040,1,0,0,1,0,0,1,0,0
500108041,1,0,0,1,0,0,1,0,0
500108043,0,1,0,1,0,0,1,0,0
500108044,0,0,1,1,0,0,0,0,1
500108045,0,1,0,1,0,0,1,0,0
500108046,0,1,0,1,0,0,1,0,0
500108047,1,0,0,1,0,0,1,0,0
500108048,1,0,0,1,0,0,1,0,0
500108049,0,1,0,1,0,0,1,0,0
500108050,1,0,0,1,0,0,1,0,0
500108051,0,1,0,1,0,0,0,1,0
500108052,1,0,0,1,0,0,1,0,0
500108054,0,1,0,1,0,0,0,1,0
500108055,1,0,0,1,0,0,1,0,0
500108056,0,1,0,1,0,0,1,0,0
500108057,0,1,0,1,0,0,0,1,0
500108058,1,0,0,1,0,0,1,0,0
500108059,1,0,0,1,0,0,1,0,0
500108060,1,0,0,1,0,0,1,0,0
500108061,1,0,0,1,0,0,1,0,0
500108062,1,0,0,1,0,0,1,0,0
500108063,1,0,0,1,0,0,1,0,0
500108064,1,0,0,1,0,0,1,0,0
500108065,1,0,0,1,0,0,1,0,0
500108066,1,0,0,1,0,0,1,0,0
500108067,1,0,0,1,0,0,1,0,0
500108068,0,1,0,1,0,0,1,0,0
500108069,1,0,0,1,0,0,1,0,0
500108070,0,1,0,1,0,0,1,0,0
500108071,0,1,0,0,1,0,1,0,0
500108072,1,0,0,1,0,0,1,0,0
500108073,1,0,0,1,0,0,1,0,0
500108074,1,0,0,1,0,0,1,0,0
500108075,1,0,0,1,0,0,1,0,0
500108076,1,0,0,1,0,0,1,0,0
500108077,1,0,0,1,0,0,1,0,0
500108078,0,1,0,1,0,0,1,0,0
500108079,1,0,0,1,0,0,1,0,0
500108081,1,0,0,1,0,0,1,0,0
500108082,1,0,0,1,0,0,1,0,0
500108083,0,1,0,1,0,0,1,0,0
500108084,0,1,0,1,0,0,1,0,0
500108085,1,0,0,1,0,0,1,0,0
500108086,1,0,0,1,0,0,1,0,0
500108087,1,0,0,1,0,0,1,0,0
500108088,1,0,0,1,0,0,1,0,0
500108089,1,0,0,1,0,0,1,0,0
500108090,1,0,0,1,0,0,1,0,0
500108091,1,0,0,1,0,0,1,0,0
500108092,1,0,0,1,0,0,1,0,0
500108093,1,0,0,1,0,0,1,0,0
500108094,1,0,0,1,0,0,1,0,0
500108095,0,1,0,1,0,0,1,0,0
500108096,1,0,0,1,0,0,1,0,0
500108097,1,0,0,1,0,0,1,0,0
500108098,1,0,0,1,0,0,1,0,0
500108099,1,0,0,1,0,0,1,0,0
500108100,1,0,0,1,0,0,1,0,0
500108102,1,0,0,1,0,0,1,0,0
500108103,1,0,0,1,0,0,1,0,0
500108104,1,0,0,1,0,0,1,0,0
500108105,1,0,0,1,0,0,1,0,0
500108106,1,0,0,1,0,0,1,0,0
500108107,1,0,0,1,0,0,1,0,0
500108108,1,0,0,1,0,0,1,0,0
500108109,1,0,0,1,0,0,1,0,0
500108110,0,1,0,1,0,0,0,1,0
500108111,1,0,0,1,0,0,1,0,0
500108112,1,0,0,1,0,0,1,0,0
500108115,1,0,0,1,0,0,1,0,0
500108116,1,0,0,1,0,0,1,0,0
500108117,1,0,0,1,0,0,1,0,0
500108118,1,0,0,1,0,0,1,0,0
500108119,1,0,0,1,0,0,1,0,0
500108120,1,0,0,1,0,0,1,0,0
500108121,1,0,0,1,0,0,1,0,0
500108122,1,0,0,1,0,0,1,0,0
500108123,1,0,0,1,0,0,1,0,0
500108124,1,0,0,1,0,0,1,0,0
500108126,1,0,0,1,0,0,1,0,0
500108127,1,0,0,1,0,0,1,0,0
500108128,1,0,0,1,0,0,1,0,0
500108129,1,0,0,1,0,0,1,0,0
500108131,1,0,0,1,0,0,1,0,0
500108132,1,0,0,1,0,0,1,0,0
500108133,1,0,0,1,0,0,1,0,0
500108134,1,0,0,1,0,0,1,0,0
500108135,1,0,0,1,0,0,1,0,0
500108136,1,0,0,1,0,0,1,0,0
500108137,1,0,0,1,0,0,1,0,0
500108138,1,0,0,1,0,0,1,0,0
500108139,1,0,0,1,0,0,1,0,0
500108140,0,1,0,1,0,0,1,0,0
500108141,1,0,0,1,0,0,1,0,0
500108142,1,0,0,1,0,0,1,0,0
500108143,1,0,0,1,0,0,1,0,0
500108144,1,0,0,1,0,0,1,0,0
500108145,1,0,0,1,0,0,1,0,0
500108146,1,0,0,1,0,0,1,0,0
500108147,1,0,0,1,0,0,1,0,0
500108148,1,0,0,1,0,0,1,0,0
500108150,1,0,0,1,0,0,1,0,0
500108151,1,0,0,1,0,0,1,0,0
500108152,1,0,0,1,0,0,1,0,0
500108153,1,0,0,1,0,0,1,0,0
500108154,1,0,0,1,0,0,1,0,0
500108156,1,0,0,1,0,0,1,0,0
500108157,1,0,0,1,0,0,1,0,0
500108158,1,0,0,1,0,0,1,0,0
500108159,1,0,0,1,0,0,1,0,0
500108160,1,0,0,1,0,0,1,0,0
500108161,0,1,0,1,0,0,1,0,0
500108162,1,0,0,1,0,0,1,0,0
500108164,1,0,0,1,0,0,1,0,0
500108165,1,0,0,1,0,0,1,0,0
500108166,1,0,0,1,0,0,1,0,0
500108167,1,0,0,1,0,0,1,0,0
500108168,1,0,0,1,0,0,1,0,0
500108169,1,0,0,1,0,0,1,0,0
500108170,1,0,0,1,0,0,1,0,0
500108171,1,0,0,1,0,0,1,0,0
500108172,1,0,0,1,0,0,1,0,0
500108173,1,0,0,1,0,0,1,0,0
500108174,1,0,0,1,0,0,1,0,0
500108175,1,0,0,1,0,0,1,0,0
500108176,1,0,0,1,0,0,1,0,0
500108177,1,0,0,1,0,0,1,0,0
500108178,1,0,0,1,0,0,1,0,0
500108179,1,0,0,1,0,0,1,0,0
500108181,1,0,0,1,0,0,1,0,0
500108182,1,0,0,1,0,0,1,0,0
500108183,1,0,0,1,0,0,1,0,0
500108184,1,0,0,1,0,0,1,0,0
500108185,1,0,0,1,0,0,1,0,0
500108186,0,1,0,1,0,0,1,0,0
500108187,1,0,0,1,0,0,1,0,0
500108188,0,1,0,1,0,0,1,0,0
500108189,1,0,0,1,0,0,1,0,0
500108190,1,0,0,1,0,0,1,0,0
500108191,1,0,0,1,0,0,1,0,0
500108192,1,0,0,1,0,0,1,0,0
500108193,1,0,0,1,0,0,1,0,0
500108194,1,0,0,1,0,0,1,0,0
500108195,1,0,0,1,0,0,1,0,0
500108196,1,0,0,1,0,0,1,0,0
500108197,1,0,0,1,0,0,1,0,0
500108199,1,0,0,1,0,0,1,0,0
500108200,1,0,0,1,0,0,1,0,0
500108201,1,0,0,1,0,0,1,0,0
500108202,1,0,0,1,0,0,1,0,0
500108203,1,0,0,1,0,0,1,0,0
500108204,1,0,0,1,0,0,1,0,0
500108205,1,0,0,1,0,0,1,0,0
500108206,1,0,0,1,0,0,1,0,0
500109001,1,0,0,1,0,0,1,0,0
500109002,1,0,0,1,0,0,1,0,0
500109003,0,1,0,1,0,0,1,0,0
500109004,1,0,0,1,0,0,1,0,0
500109005,1,0,0,1,0,0,1,0,0
500109006,0,1,0,1,0,0,1,0,0
500109007,0,0,1,1,0,0,0,1,0
500109008,0,1,0,1,0,0,1,0,0
500109009,1,0,0,1,0,0,1,0,0
500109010,0,1,0,1,0,0,1,0,0
500109011,0,0,1,1,0,0,0,0,1
500109012,1,0,0,1,0,0,1,0,0
500109013,0,1,0,1,0,0,1,0,0
500109014,1,0,0,1,0,0,1,0,0
500109015,0,1,0,1,0,0,0,1,0
500109016,1,0,0,1,0,0,1,0,0
500109017,1,0,0,1,0,0,1,0,0
500109018,1,0,0,1,0,0,1,0,0
500109019,0,1,0,1,0,0,1,0,0
500109020,0,1,0,1,0,0,1,0,0
500109022,0,1,0,0,1,0,1,0,0
500109023,0,1,0,1,0,0,1,0,0
500109024,0,1,0,1,0,0,1,0,0
500109025,0,1,0,1,0,0,0,1,0
500109026,1,0,0,1,0,0,1,0,0
500109027,0,1,0,0,1,0,1,0,0
500109028,1,0,0,1,0,0,1,0,0
500109029,1,0,0,1,0,0,1,0,0
500109030,1,0,0,1,0,0,1,0,0
500109031,0,1,0,1,0,0,0,1,0
500109032,0,0,1,0,0,1,1,0,0
500109033,0,1,0,1,0,0,1,0,0
500109034,0,0,1,0,1,0,1,0,0
500109035,0,1,0,1,0,0,0,1,0
500109036,0,1,0,1,0,0,1,0,0
500109037,0,1,0,1,0,0,1,0,0
500109039,1,0,0,1,0,0,1,0,0
500109040,1,0,0,1,0,0,1,0,0
500109041,1,0,0,1,0,0,1,0,0
500109042,1,0,0,1,0,0,1,0,0
500109043,1,0,0,1,0,0,1,0,0
500109044,1,0,0,1,0,0,1,0,0
500109045,0,1,0,1,0,0,1,0,0
500109046,0,1,0,1,0,0,0,1,0
500109047,1,0,0,1,0,0,1,0,0
500109048,0,1,0,1,0,0,0,1,0
500109049,1,0,0,1,0,0,1,0,0
500109050,1,0,0,1,0,0,1,0,0
500109051,1,0,0,1,0,0,1,0,0
500109052,1,0,0,1,0,0,1,0,0
500109053,0,1,0,0,1,0,1,0,0
500109054,0,1,0,0,1,0,1,0,0
500109055,0,1,0,1,0,0,1,0,0
500109056,1,0,0,1,0,0,1,0,0
500109057,1,0,0,1,0,0,1,0,0
500109058,1,0,0,1,0,0,1,0,0
500109059,1,0,0,1,0,0,1,0,0
500109060,1,0,0,1,0,0,1,0,0
500109061,1,0,0,1,0,0,1,0,0
500109062,1,0,0,1,0,0,1,0,0
500109063,1,0,0,1,0,0,1,0,0
500109064,1,0,0,1,0,0,1,0,0
500109065,1,0,0,1,0,0,1,0,0
500109066,0,1,0,1,0,0,1,0,0
500109067,1,0,0,1,0,0,1,0,0
500109068,0,1,0,0,1,0,1,0,0
500109070,0,1,0,1,0,0,1,0,0
500109071,1,0,0,1,0,0,1,0,0
500109072,1,0,0,1,0,0,1,0,0
500109073,1,0,0,1,0,0,1,0,0
500109074,1,0,0,1,0,0,1,0,0
500109075,0,1,0,1,0,0,0,1,0
500109076,1,0,0,1,0,0,1,0,0
500109077,1,0,0,1,0,0,1,0,0
500109078,1,0,0,1,0,0,1,0,0
500109079,0,1,0,1,0,0,1,0,0
500109080,1,0,0,1,0,0,1,0,0
500109081,0,1,0,1,0,0,1,0,0
500109082,1,0,0,1,0,0,1,0,0
500109084,1,0,0,1,0,0,1,0,0
500109085,1,0,0,1,0,0,1,0,0
500109086,0,1,0,1,0,0,1,0,0
500109087,1,0,0,1,0,0,1,0,0
500109088,1,0,0,1,0,0,1,0,0
500109089,1,0,0,1,0,0,1,0,0
500109091,1,0,0,1,0,0,1,0,0
500109092,0,1,0,1,0,0,1,0,0
500109093,1,0,0,1,0,0,1,0,0
500109094,1,0,0,1,0,0,1,0,0
500109095,1,0,0,1,0,0,1,0,0
500109096,1,0,0,1,0,0,1,0,0
500109097,1,0,0,1,0,0,1,0,0
500109098,1,0,0,1,0,0,1,0,0
500109099,1,0,0,1,0,0,1,0,0
500109100,1,0,0,1,0,0,1,0,0
500109101,0,1,0,1,0,0,0,1,0
500109102,1,0,0,1,0,0,1,0,0
500109103,1,0,0,1,0,0,1,0,0
500109104,1,0,0,1,0,0,1,0,0
500109105,1,0,0,1,0,0,1,0,0
500109106,1,0,0,1,0,0,1,0,0
500109107,1,0,0,1,0,0,1,0,0
500109108,1,0,0,1,0,0,1,0,0
500109109,1,0,0,1,0,0,1,0,0
500109111,1,0,0,1,0,0,1,0,0
500110002,1,0,0,1,0,0,1,0,0
500110003,0,1,0,1,0,0,1,0,0
500110004,1,0,0,1,0,0,1,0,0
500110005,0,0,1,1,0,0,0,1,0
500110006,1,0,0,1,0,0,1,0,0
500110007,0,1,0,1,0,0,0,1,0
500110008,0,1,0,1,0,0,1,0,0
500110009,1,0,0,1,0,0,1,0,0
500110010,1,0,0,1,0,0,1,0,0
500110011,0,1,0,1,0,0,1,0,0
500110012,1,0,0,1,0,0,1,0,0
500110013,0,1,0,1,0,0,1,0,0
500110014,0,0,1,1,0,0,0,1,0
500110015,1,0,0,1,0,0,1,0,0
500110016,1,0,0,1,0,0,1,0,0
500110017,0,1,0,1,0,0,1,0,0
500110018,1,0,0,1,0,0,1,0,0
500110019,0,1,0,1,0,0,0,1,0
500110020,1,0,0,1,0,0,1,0,0
500110021,0,1,0,1,0,0,0,1,0
500110022,0,1,0,1,0,0,0,1,0
500110023,0,1,0,0,1,0,1,0,0
500110024,0,1,0,1,0,0,1,0,0
500110025,1,0,0,1,0,0,1,0,0
500110026,1,0,0,1,0,0,1,0,0
500110027,1,0,0,1,0,0,1,0,0
500110028,0,1,0,1,0,0,0,1,0
500110029,1,0,0,1,0,0,1,0,0
500110030,1,0,0,1,0,0,1,0,0
500110031,1,0,0,1,0,0,1,0,0
500110032,0,1,0,1,0,0,1,0,0
500110033,1,0,0,1,0,0,1,0,0
500110034,1,0,0,1,0,0,1,0,0
500110035,1,0,0,1,0,0,1,0,0
500110036,0,1,0,1,0,0,1,0,0
500110037,0,1,0,1,0,0,1,0,0
500110038,1,0,0,1,0,0,1,0,0
500110039,0,1,0,0,1,0,1,0,0
500110040,0,1,0,1,0,0,1,0,0
500110041,0,1,0,1,0,0,1,0,0
500110042,0,1,0,1,0,0,1,0,0
500110043,1,0,0,1,0,0,1,0,0
500110044,0,1,0,1,0,0,0,1,0
500110045,0,1,0,1,0,0,1,0,0
500110046,0,1,0,1,0,0,0,1,0
500110047,1,0,0,1,0,0,1,0,0
500110048,0,1,0,1,0,0,0,1,0
500110049,1,0,0,1,0,0,1,0,0
500110050,1,0,0,1,0,0,1,0,0
500110051,1,0,0,1,0,0,1,0,0
500110052,1,0,0,1,0,0,1,0,0
500110053,1,0,0,1,0,0,1,0,0
500110054,1,0,0,1,0,0,1,0,0
500110055,1,0,0,1,0,0,1,0,0
500110056,1,0,0,1,0,0,1,0,0
500110057,1,0,0,1,0,0,1,0,0
500110058,1,0,0,1,0,0,1,0,0
500110059,0,1,0,1,0,0,1,0,0
500110060,0,1,0,1,0,0,1,0,0
500110061,0,1,0,1,0,0,1,0,0
500110062,0,1,0,1,0,0,0,1,0
500110063,0,1,0,1,0,0,1,0,0
500110064,1,0,0,1,0,0,1,0,0
500110065,0,1,0,1,0,0,0,1,0
500110066,0,1,0,1,0,0,1,0,0
500110067,0,1,0,1,0,0,0,1,0
500110068,1,0,0,1,0,0,1,0,0
500110069,1,0,0,1,0,0,1,0,0
500110070,1,0,0,1,0,0,1,0,0
500110071,1,0,0,1,0,0,1,0,0
500110072,1,0,0,1,0,0,1,0,0
500110073,0,1,0,1,0,0,1,0,0
500110074,1,0,0,1,0,0,1,0,0
500110076,0,1,0,1,0,0,1,0,0
500110077,1,0,0,1,0,0,1,0,0
500110078,1,0,0,1,0,0,1,0,0
500110079,1,0,0,1,0,0,1,0,0
500110080,1,0,0,1,0,0,1,0,0
500110081,1,0,0,1,0,0,1,0,0
500110082,1,0,0,1,0,0,1,0,0
500110083,1,0,0,1,0,0,1,0,0
500110084,1,0,0,1,0,0,1,0,0
500110085,1,0,0,1,0,0,1,0,0
500110086,1,0,0,1,0,0,1,0,0
500110087,1,0,0,1,0,0,1,0,0
500110088,1,0,0,1,0,0,1,0,0
500110089,1,0,0,1,0,0,1,0,0
500110090,1,0,0,1,0,0,1,0,0
500110091,0,1,0,1,0,0,1,0,0
500110092,1,0,0,1,0,0,1,0,0
500110093,1,0,0,1,0,0,1,0,0
500110095,0,1,0,1,0,0,1,0,0
500110096,1,0,0,1,0,0,1,0,0
500110097,0,1,0,1,0,0,1,0,0
500110098,1,0,0,1,0,0,1,0,0
500111001,1,0,0,1,0,0,1,0,0
500111002,0,1,0,1,0,0,0,1,0
500111003,0,0,1,1,0,0,0,1,0
500111004,0,1,0,1,0,0,1,0,0
500111005,0,1,0,1,0,0,0,1,0
500111006,1,0,0,1,0,0,1,0,0
500111007,0,1,0,1,0,0,1,0,0
500111008,0,1,0,0,1,0,1,0,0
500111009,0,1,0,1,0,0,1,0,0
500111010,0,1,0,1,0,0,1,0,0
500111011,0,1,0,1,0,0,1,0,0
500111012,0,1,0,1,0,0,1,0,0
500111013,0,0,1,1,0,0,0,1,0
500111014,0,1,0,0,1,0,1,0,0
500111015,0,1,0,1,0,0,1,0,0
500111016,0,1,0,0,1,0,1,0,0
500111017,0,1,0,1,0,0,1,0,0
500111018,1,0,0,1,0,0,1,0,0
500111019,0,0,1,1,0,0,0,0,1
500111020,0,1,0,0,1,0,1,0,0
500111021,1,0,0,1,0,0,1,0,0
500111022,0,1,0,1,0,0,1,0,0
500111023,0,1,0,0,1,0,1,0,0
500111024,0,1,0,1,0,0,0,1,0
500111025,1,0,0,1,0,0,1,0,0
500111026,1,0,0,1,0,0,1,0,0
500111027,1,0,0,1,0,0,1,0,0
500111028,1,0,0,1,0,0,1,0,0
500111029,1,0,0,1,0,0,1,0,0
500111030,1,0,0,1,0,0,1,0,0
500111031,1,0,0,1,0,0,1,0,0
500111032,1,0,0,1,0,0,1,0,0
500111033,1,0,0,1,0,0,1,0,0
500111034,0,1,0,1,0,0,1,0,0
500111035,0,1,0,1,0,0,1,0,0
500111036,1,0,0,1,0,0,1,0,0
500111037,1,0,0,1,0,0,1,0,0
500111038,0,1,0,1,0,0,1,0,0
500111039,1,0,0,1,0,0,1,0,0
500111040,1,0,0,1,0,0,1,0,0
500111041,1,0,0,1,0,0,1,0,0
500111042,1,0,0,1,0,0,1,0,0
500111043,1,0,0,1,0,0,1,0,0
500111044,1,0,0,1,0,0,1,0,0
500111045,0,1,0,1,0,0,1,0,0
500111046,1,0,0,1,0,0,1,0,0
500111047,1,0,0,1,0,0,1,0,0
500111048,1,0,0,1,0,0,1,0,0
500111049,1,0,0,1,0,0,1,0,0
500111050,1,0,0,1,0,0,1,0,0
500111051,1,0,0,1,0,0,1,0,0
